chart,d,end_date,incumbent,moe,name,observations,partisan,pollster,r,start_date,state,subpopulation,spread,poll_date,age_days
2014-national-house-race,37,2014-01-07 00:00:00,I,2.5,2014 National House Race,1487.0,Nonpartisan/None,Quinnipiac,38.0,2014-01-04 00:00:00,US,Registered Voters,1.0,2014-01-05 12:00:00,300.5
2014-national-house-race,34,2013-12-30 00:00:00,I,4.3,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,29.0,2013-12-28 00:00:00,US,Adults,-5.0,2013-12-29 00:00:00,308.0
2014-national-house-race,40,2014-01-05 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-12-30 00:00:00,US,Likely Voters,-2.0,2014-01-02 00:00:00,304.0
2014-national-house-race,40,2013-12-29 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-12-23 00:00:00,US,Likely Voters,0.0,2013-12-26 00:00:00,311.0
2014-national-house-race,44,2013-12-19 00:00:00,I,3.0,2014 National House Race,950.0,Nonpartisan/None,CNN,49.0,2013-12-16 00:00:00,US,Registered Voters,5.0,2013-12-17 12:00:00,319.5
2014-national-house-race,39,2013-12-22 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,42.0,2013-12-16 00:00:00,US,Likely Voters,3.0,2013-12-19 00:00:00,318.0
2014-national-house-race,39,2013-12-16 00:00:00,I,4.3,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,34.0,2013-12-14 00:00:00,US,Adults,-5.0,2013-12-15 00:00:00,322.0
2014-national-house-race,40,2013-12-15 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-12-09 00:00:00,US,Likely Voters,0.0,2013-12-12 00:00:00,325.0
2014-national-house-race,43,2013-12-16 00:00:00,I,3.0,2014 National House Race,1027.0,Nonpartisan/None,FOX,43.0,2013-12-14 00:00:00,US,Registered Voters,0.0,2013-12-15 00:00:00,322.0
2014-national-house-race,37,2013-12-16 00:00:00,I,4.2,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,30.0,2013-12-14 00:00:00,US,Adults,-7.0,2013-12-15 00:00:00,322.0
2014-national-house-race,43,2013-12-15 00:00:00,I,2.7,2014 National House Race,1316.0,Pollster/Dem,PPP (D),40.0,2013-12-12 00:00:00,US,Likely Voters,-3.0,2013-12-13 12:00:00,323.5
2014-national-house-race,47,2013-12-15 00:00:00,I,,2014 National House Race,,Nonpartisan/None,ABC/Post,45.0,2013-12-12 00:00:00,US,Registered Voters,-2.0,2013-12-13 12:00:00,323.5
2014-national-house-race,37,2013-12-09 00:00:00,I,4.5,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,34.0,2013-12-07 00:00:00,US,Adults,-3.0,2013-12-08 00:00:00,329.0
2014-national-house-race,42,2013-12-08 00:00:00,I,,2014 National House Race,,Nonpartisan/None,NBC/WSJ,44.0,2013-12-05 00:00:00,US,Registered Voters,2.0,2013-12-06 12:00:00,330.5
2014-national-house-race,39,2013-12-09 00:00:00,I,3.5,2014 National House Race,1367.0,Nonpartisan/None,AP-GfK (Web),33.0,2013-12-05 00:00:00,US,Adults,-6.0,2013-12-07 00:00:00,330.0
2014-national-house-race,38,2013-12-09 00:00:00,I,1.9,2014 National House Race,2692.0,Nonpartisan/None,Quinnipiac,41.0,2013-12-03 00:00:00,US,Registered Voters,3.0,2013-12-06 00:00:00,331.0
2014-national-house-race,48,2013-12-08 00:00:00,I,2.9,2014 National House Race,1579.0,Nonpartisan/None,Pew/USA Today,44.0,2013-12-03 00:00:00,US,Registered Voters,-4.0,2013-12-05 12:00:00,331.5
2014-national-house-race,38,2013-12-08 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,43.0,2013-12-02 00:00:00,US,Likely Voters,5.0,2013-12-05 00:00:00,332.0
2014-national-house-race,33,2013-12-08 00:00:00,I,3.7,2014 National House Race,1011.0,Nonpartisan/None,Reason/Rupe,27.0,2013-12-04 00:00:00,US,Adults,-6.0,2013-12-06 00:00:00,331.0
2014-national-house-race,43,2013-12-05 00:00:00,I,3.1,2014 National House Race,988.0,Nonpartisan/None,McClatchy/Marist,43.0,2013-12-03 00:00:00,US,Registered Voters,0.0,2013-12-04 00:00:00,333.0
2014-national-house-race,38,2013-12-01 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,43.0,2013-11-25 00:00:00,US,Likely Voters,5.0,2013-11-28 00:00:00,339.0
2014-national-house-race,38,2013-12-02 00:00:00,I,3.8,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,30.0,2013-11-30 00:00:00,US,Adults,-8.0,2013-12-01 00:00:00,336.0
2014-national-house-race,36,2013-11-25 00:00:00,I,3.8,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,32.0,2013-11-23 00:00:00,US,Adults,-4.0,2013-11-24 00:00:00,343.0
2014-national-house-race,47,2013-11-20 00:00:00,I,,2014 National House Race,749.0,Nonpartisan/None,CNN,49.0,2013-11-18 00:00:00,US,Registered Voters,2.0,2013-11-19 00:00:00,348.0
2014-national-house-race,41,2013-11-24 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-11-18 00:00:00,US,Likely Voters,-1.0,2013-11-21 00:00:00,346.0
2014-national-house-race,36,2013-11-18 00:00:00,I,4.6,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,26.0,2013-11-16 00:00:00,US,Adults,-10.0,2013-11-17 00:00:00,350.0
2014-national-house-race,39,2013-11-17 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-11-11 00:00:00,US,Likely Voters,1.0,2013-11-14 00:00:00,353.0
2014-national-house-race,41,2013-11-10 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-11-04 00:00:00,US,Likely Voters,-2.0,2013-11-07 00:00:00,360.0
2014-national-house-race,34,2013-11-11 00:00:00,I,4.8,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,27.0,2013-11-09 00:00:00,US,Adults,-7.0,2013-11-10 00:00:00,357.0
2014-national-house-race,40,2013-11-12 00:00:00,I,3.0,2014 National House Race,1006.0,Nonpartisan/None,FOX,43.0,2013-11-10 00:00:00,US,Registered Voters,3.0,2013-11-11 00:00:00,356.0
2014-national-house-race,39,2013-11-11 00:00:00,I,1.9,2014 National House Race,2545.0,Nonpartisan/None,Quinnipiac,39.0,2013-11-06 00:00:00,US,Registered Voters,0.0,2013-11-08 12:00:00,358.5
2014-national-house-race,35,2013-11-04 00:00:00,I,5.0,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,27.0,2013-11-02 00:00:00,US,Adults,-8.0,2013-11-03 00:00:00,364.0
2014-national-house-race,43,2013-11-03 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-10-28 00:00:00,US,Likely Voters,-6.0,2013-10-31 00:00:00,367.0
2014-national-house-race,45,2013-10-31 00:00:00,I,3.1,2014 National House Race,1000.0,Nonpartisan/None,GWU/Battleground,41.0,2013-10-27 00:00:00,US,Likely Voters,-4.0,2013-10-29 00:00:00,369.0
2014-national-house-race,44,2013-10-31 00:00:00,I,3.8,2014 National House Race,649.0,Pollster/Dem,PPP (D),38.0,2013-10-29 00:00:00,US,Likely Voters,-6.0,2013-10-30 00:00:00,368.0
2014-national-house-race,45,2013-10-28 00:00:00,I,,2014 National House Race,,Nonpartisan/None,NBC/WSJ,41.0,2013-10-25 00:00:00,US,Registered Voters,-4.0,2013-10-26 12:00:00,371.5
2014-national-house-race,37,2013-10-28 00:00:00,I,4.3,2014 National House Race,1000.0,Nonpartisan/None,YouGov/Economist,28.0,2013-10-26 00:00:00,US,Adults,-9.0,2013-10-27 00:00:00,371.0
2014-national-house-race,43,2013-10-27 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-10-21 00:00:00,US,Likely Voters,-6.0,2013-10-24 00:00:00,374.0
2014-national-house-race,45,2013-10-22 00:00:00,I,3.0,2014 National House Race,1020.0,Nonpartisan/None,FOX,37.0,2013-10-20 00:00:00,US,Registered Voters,-8.0,2013-10-21 00:00:00,377.0
2014-national-house-race,50,2013-10-20 00:00:00,I,,2014 National House Race,,Nonpartisan/None,CNN,42.0,2013-10-18 00:00:00,US,Registered Voters,-8.0,2013-10-19 00:00:00,379.0
2014-national-house-race,48,2013-10-20 00:00:00,I,3.9,2014 National House Race,865.0,Nonpartisan/None,ABC/Post,40.0,2013-10-17 00:00:00,US,Registered Voters,-8.0,2013-10-18 12:00:00,379.5
2014-national-house-race,43,2013-10-20 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,36.0,2013-10-14 00:00:00,US,Likely Voters,-7.0,2013-10-17 00:00:00,381.0
2014-national-house-race,49,2013-10-13 00:00:00,I,3.2,2014 National House Race,1259.0,Nonpartisan/None,Pew,43.0,2013-10-09 00:00:00,US,Registered Voters,-6.0,2013-10-11 00:00:00,387.0
2014-national-house-race,45,2013-10-13 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-10-07 00:00:00,US,Likely Voters,-7.0,2013-10-10 00:00:00,388.0
2014-national-house-race,46,2013-10-10 00:00:00,I,3.5,2014 National House Race,801.0,Pollster/Dem,GQR (D),36.0,2013-10-07 00:00:00,US,Registered Voters,-10.0,2013-10-08 12:00:00,389.5
2014-national-house-race,47,2013-10-09 00:00:00,I,3.74,2014 National House Race,688.0,Nonpartisan/None,NBC/WSJ,39.0,2013-10-07 00:00:00,US,Registered Voters,-8.0,2013-10-08 00:00:00,390.0
2014-national-house-race,47,2013-10-08 00:00:00,I,3.18,2014 National House Race,860.0,Pollster/Dem,Democracy Corps (D-WVWV),43.0,2013-10-06 00:00:00,US,Likely Voters,-4.0,2013-10-07 00:00:00,391.0
2014-national-house-race,46,2013-10-06 00:00:00,I,3.1,2014 National House Race,1000.0,Pollster/Dem,PPP (D),41.0,2013-10-04 00:00:00,US,Likely Voters,-5.0,2013-10-05 00:00:00,393.0
2014-national-house-race,40,2013-10-06 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-09-30 00:00:00,US,Likely Voters,0.0,2013-10-03 00:00:00,395.0
2014-national-house-race,42,2013-09-29 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-09-23 00:00:00,US,Likely Voters,-4.0,2013-09-26 00:00:00,402.0
2014-national-house-race,45,2013-09-26 00:00:00,I,3.5,2014 National House Race,709.0,Pollster/Dem,PPP (D),40.0,2013-09-25 00:00:00,US,Likely Voters,-5.0,2013-09-25 12:00:00,402.5
2014-national-house-race,43,2013-09-29 00:00:00,I,2.5,2014 National House Race,1497.0,Nonpartisan/None,Quinnipiac,34.0,2013-09-23 00:00:00,US,Registered Voters,-9.0,2013-09-26 00:00:00,402.0
2014-national-house-race,40,2013-09-22 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-09-16 00:00:00,US,Likely Voters,-3.0,2013-09-19 00:00:00,409.0
2014-national-house-race,38,2013-09-15 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-09-09 00:00:00,US,Likely Voters,0.0,2013-09-12 00:00:00,416.0
2014-national-house-race,39,2013-09-08 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-09-02 00:00:00,US,Likely Voters,0.0,2013-09-05 00:00:00,423.0
2014-national-house-race,46,2013-09-08 00:00:00,I,3.1,2014 National House Race,1000.0,Nonpartisan/None,NBC/WSJ,43.0,2013-09-05 00:00:00,US,Adults,-3.0,2013-09-06 12:00:00,421.5
2014-national-house-race,39,2013-09-01 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-08-26 00:00:00,US,Likely Voters,-2.0,2013-08-29 00:00:00,430.0
2014-national-house-race,38,2013-08-25 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-08-19 00:00:00,US,Likely Voters,1.0,2013-08-22 00:00:00,437.0
2014-national-house-race,38,2013-08-18 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-08-12 00:00:00,US,Likely Voters,0.0,2013-08-15 00:00:00,444.0
2014-national-house-race,39,2013-08-11 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-08-05 00:00:00,US,Likely Voters,0.0,2013-08-08 00:00:00,451.0
2014-national-house-race,38,2013-08-04 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,41.0,2013-07-29 00:00:00,US,Likely Voters,3.0,2013-08-01 00:00:00,458.0
2014-national-house-race,40,2013-07-31 00:00:00,I,2.6,2014 National House Race,1468.0,Nonpartisan/None,Quinnipiac,36.0,2013-07-28 00:00:00,US,Registered Voters,-4.0,2013-07-29 12:00:00,460.5
2014-national-house-race,39,2013-07-28 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-07-22 00:00:00,US,Likely Voters,-1.0,2013-07-25 00:00:00,465.0
2014-national-house-race,43,2013-07-15 00:00:00,I,3.18,2014 National House Race,841.0,Pollster/Dem,Democracy Corps (D-WVWV),44.0,2013-07-10 00:00:00,US,Likely Voters,1.0,2013-07-12 12:00:00,477.5
2014-national-house-race,44,2013-07-21 00:00:00,I,,2014 National House Race,,Nonpartisan/None,NBC/WSJ,44.0,2013-07-17 00:00:00,US,Registered Voters,0.0,2013-07-19 00:00:00,471.0
2014-national-house-race,40,2013-07-21 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-07-15 00:00:00,US,Likely Voters,-2.0,2013-07-18 00:00:00,472.0
2014-national-house-race,38,2013-07-14 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-07-08 00:00:00,US,Likely Voters,1.0,2013-07-11 00:00:00,479.0
2014-national-house-race,39,2013-07-08 00:00:00,I,2.2,2014 National House Race,2014.0,Nonpartisan/None,Quinnipiac,34.0,2013-06-28 00:00:00,US,Registered Voters,-5.0,2013-07-03 00:00:00,487.0
2014-national-house-race,39,2013-07-07 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-07-01 00:00:00,US,Likely Voters,1.0,2013-07-04 00:00:00,486.0
2014-national-house-race,38,2013-06-30 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-06-24 00:00:00,US,Likely Voters,1.0,2013-06-27 00:00:00,493.0
2014-national-house-race,40,2013-06-23 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-06-17 00:00:00,US,Likely Voters,-1.0,2013-06-20 00:00:00,500.0
2014-national-house-race,39,2013-06-16 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-06-10 00:00:00,US,Likely Voters,0.0,2013-06-13 00:00:00,507.0
2014-national-house-race,47,2013-06-13 00:00:00,I,4.0,2014 National House Race,603.0,Pollster/Dem,PPP (D),40.0,2013-06-11 00:00:00,US,Likely Voters,-7.0,2013-06-12 00:00:00,508.0
2014-national-house-race,40,2013-06-09 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-06-03 00:00:00,US,Likely Voters,-2.0,2013-06-06 00:00:00,514.0
2014-national-house-race,40,2013-06-02 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-05-27 00:00:00,US,Likely Voters,0.0,2013-05-30 00:00:00,521.0
2014-national-house-race,45,2013-06-02 00:00:00,I,,2014 National House Race,,Nonpartisan/None,NBC/WSJ,42.0,2013-05-30 00:00:00,US,Registered Voters,-3.0,2013-05-31 12:00:00,519.5
2014-national-house-race,38,2013-05-28 00:00:00,I,2.6,2014 National House Race,1419.0,Nonpartisan/None,Quinnipiac,38.0,2013-05-22 00:00:00,US,Registered Voters,0.0,2013-05-25 00:00:00,526.0
2014-national-house-race,41,2013-05-26 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-05-20 00:00:00,US,Likely Voters,-2.0,2013-05-23 00:00:00,528.0
2014-national-house-race,48,2013-05-19 00:00:00,I,,2014 National House Race,,Nonpartisan/None,ABC/Post,40.0,2013-05-15 00:00:00,US,Registered Voters,-8.0,2013-05-17 00:00:00,534.0
2014-national-house-race,39,2013-05-19 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-05-13 00:00:00,US,Likely Voters,1.0,2013-05-16 00:00:00,535.0
2014-national-house-race,40,2013-05-11 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-05-06 00:00:00,US,Likely Voters,-2.0,2013-05-08 12:00:00,542.5
2014-national-house-race,40,2013-05-05 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-04-29 00:00:00,US,Likely Voters,-2.0,2013-05-02 00:00:00,549.0
2014-national-house-race,41,2013-04-29 00:00:00,I,2.6,2014 National House Race,1471.0,Nonpartisan/None,Quinnipiac,37.0,2013-04-25 00:00:00,US,Registered Voters,-4.0,2013-04-27 00:00:00,554.0
2014-national-house-race,39,2013-04-28 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-04-22 00:00:00,US,Likely Voters,1.0,2013-04-25 00:00:00,556.0
2014-national-house-race,41,2013-04-21 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-04-15 00:00:00,US,Likely Voters,-2.0,2013-04-18 00:00:00,563.0
2014-national-house-race,42,2013-04-14 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-04-08 00:00:00,US,Likely Voters,-4.0,2013-04-11 00:00:00,570.0
2014-national-house-race,41,2013-04-07 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-04-01 00:00:00,US,Likely Voters,-3.0,2013-04-04 00:00:00,577.0
2014-national-house-race,44,2013-03-31 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-03-25 00:00:00,US,Likely Voters,-7.0,2013-03-28 00:00:00,584.0
2014-national-house-race,43,2013-03-24 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-03-18 00:00:00,US,Likely Voters,-5.0,2013-03-21 00:00:00,591.0
2014-national-house-race,43,2013-04-01 00:00:00,I,2.4,2014 National House Race,1711.0,Nonpartisan/None,Quinnipiac,35.0,2013-03-26 00:00:00,US,Registered Voters,-8.0,2013-03-29 00:00:00,583.0
2014-national-house-race,43,2013-03-17 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-03-11 00:00:00,US,Likely Voters,-5.0,2013-03-14 00:00:00,598.0
2014-national-house-race,46,2013-03-12 00:00:00,I,3.18,2014 National House Race,840.0,Pollster/Dem,Democracy Corps (D),42.0,2013-03-09 00:00:00,US,Likely Voters,-4.0,2013-03-10 12:00:00,601.5
2014-national-house-race,43,2013-03-10 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-03-04 00:00:00,US,Likely Voters,-3.0,2013-03-07 00:00:00,605.0
2014-national-house-race,43,2013-03-03 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,40.0,2013-02-25 00:00:00,US,Likely Voters,-3.0,2013-02-28 00:00:00,612.0
2014-national-house-race,41,2013-02-26 00:00:00,I,2.1,2014 National House Race,2184.0,Sponsor/Rep,Harper (R-Conservative Intelligence Briefing),42.0,2013-02-25 00:00:00,US,Likely Voters,1.0,2013-02-25 12:00:00,614.5
2014-national-house-race,43,2013-02-24 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-02-18 00:00:00,US,Likely Voters,-5.0,2013-02-21 00:00:00,619.0
2014-national-house-race,43,2013-02-17 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-02-11 00:00:00,US,Likely Voters,-6.0,2013-02-14 00:00:00,626.0
2014-national-house-race,42,2013-02-10 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-02-04 00:00:00,US,Likely Voters,-3.0,2013-02-07 00:00:00,633.0
2014-national-house-race,45,2013-02-03 00:00:00,I,3.5,2014 National House Race,800.0,Pollster/Dem,PPP (D),45.0,2013-01-31 00:00:00,US,Likely Voters,0.0,2013-02-01 12:00:00,638.5
2014-national-house-race,44,2013-02-03 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-01-28 00:00:00,US,Likely Voters,-6.0,2013-01-31 00:00:00,640.0
2014-national-house-race,45,2013-01-27 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-01-21 00:00:00,US,Likely Voters,-8.0,2013-01-24 00:00:00,647.0
2014-national-house-race,46,2013-01-14 00:00:00,I,,2014 National House Race,852.0,Pollster/Dem,Democracy Corps (D),42.0,2013-01-10 00:00:00,US,Likely Voters,-4.0,2013-01-12 00:00:00,659.0
2014-national-house-race,44,2013-01-20 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,39.0,2013-01-14 00:00:00,US,Likely Voters,-5.0,2013-01-17 00:00:00,654.0
2014-national-house-race,43,2013-01-13 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,37.0,2013-01-07 00:00:00,US,Likely Voters,-6.0,2013-01-10 00:00:00,661.0
2014-national-house-race,44,2013-01-06 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,38.0,2013-01-02 00:00:00,US,Likely Voters,-6.0,2013-01-04 00:00:00,667.0
2014-national-house-race,46,2012-12-30 00:00:00,I,2.0,2014 National House Race,3500.0,Nonpartisan/None,Rasmussen,35.0,2012-12-26 00:00:00,US,Likely Voters,-11.0,2012-12-28 00:00:00,674.0
